ID,F21,F22,F21a,F22a,F21b,F22b,F22c
453987,2300000,49516,230,16.39999962,230,16.39999962,17.5
453988,750000,14291,75,4.699999809,75,4.699999809,5
453989,3010000,37391,301,12.39999962,301,12.39999962,13.19999981
453990,7980000,83543,798,27.60000038,798,27.60000038,29.39999962
453991,7600000,47012,760,15.5,636,15.89999962,16.89999962
453992,8280000,73138,828,24.20000076,828,24.20000076,25.79999924
453993,10000000,56316,1000,18.60000038,860,20.20000076,21.5
453994,2000000,14896,200,4.900000095,200,4.900000095,5.199999809
453995,5600000,38698,560,12.80000019,560,12.80000019,13.60000038
453996,5200000,33808,520,11.19999981,520,11.19999981,11.89999962
453997,430000,,43,,,,
453998,2500000,41078,250,13.60000038,250,13.60000038,14.5
453999,8000000,43071,800,14.19999981,680,14.19999981,15.10000038
454000,11760000,51195,1176,16.89999962,1176,16.89999962,18
454001,2900000,31684,290,10.5,290,10.5,11.19999981
454002,1850000,19021,185,6.300000191,185,6.300000191,6.699999809
454003,850000,14407,85,4.762571812,,17.84749985,
454004,8940000,55661,894,18.39999962,794,18.39999962,19.60000038
454005,8530000,54474,853,18,753,18,19.20000076
454006,2570000,22170,257,7.300000191,257,7.300000191,7.800000191
454007,6600000,53772,660,17.79999924,660,17.79999924,19
454008,5550000,54433,555,18,555,18,19.20000076
454009,6800000,30015,680,9.899999619,680,9.899999619,10.60000038
454010,4950000,69503,495,23,495,23,24.5
454011,3855000,35540,385.5,11.69999981,292.5,12.30000019,13.10000038
454012,15800000,77737,1580,25.70000076,1412,26.89999962,28.70000076
454013,1200000,19452,120,6.400000095,120,6.400000095,6.800000191
454014,1700000,25392,170,8.399999619,170,8.399999619,9
454015,4200000,20426,420,6.800000191,420,6.800000191,7.199999809
454016,600000,14514,60,4.800000191,60,4.800000191,5.099999905
454017,1600000,60491,160,20,160,20,21.29999924
454018,2400000,73260,240,24.20000076,240,24.20000076,25.79999924
454019,12530000,74338,1253,24.60000038,1073,24.60000038,26.20000076
454020,15000000,49671,1500,16.39999962,1376,16.70000076,17.79999924
454021,5800000,35149,580,11.60000038,487,11.89999962,12.69999981
454022,3130000,29127,313,9.600000381,313,9.600000381,10.19999981
454023,2800000,31638,280,10.5,280,10.5,11.19999981
454024,4600000,37854,460,12.5,460,12.5,13.30000019
454025,2600000,30986,260,10.19999981,260,10.19999981,10.89999962
454026,1850000,42784,185,14.10000038,185,14.10000038,15
454027,2000000,32862,200,10.89999962,200,10.89999962,11.60000038
454028,2610000,50818,261,16.79999924,261,16.79999924,17.89999962
454029,600000,,60,,,,
454030,3300000,27792,330,9.199999809,330,9.199999809,9.800000191
454031,5200000,34025,520,11.19999981,520,11.19999981,11.89999962
454032,10300000,54168,1030,17.89999962,1030,17.89999962,19.10000038
454033,273828,3860,27.38279915,1.276031137,,21.45935059,
454034,6900000,79732,690,26.39999962,690,26.39999962,28.10000038
454035,2700000,23168,270,7.699999809,270,7.699999809,8.199999809
454036,3800000,30579,380,10.10000038,380,10.10000038,10.80000019
454037,35000000,161947,3500,53.5,3500,53.5,57
454038,4600000,35171,460,11.60000038,460,11.60000038,12.39999962
454039,2500000,20659,250,6.800000191,250,6.800000191,7.199999809
454040,13750000,51899,1375,17.20000076,1095,19.29999924,20.89999962
454041,1250000,19911,125,6.599999905,125,6.599999905,7
454042,1250000,19911,125,6.599999905,125,6.599999905,7
454043,11800000,64410,1180,21.29999924,868,23.20000076,24.70000076
454044,3700000,22922,370,7.599999905,370,7.599999905,8.100000381
454045,3150000,41026,315,13.60000038,315,13.60000038,14.5
454046,10000000,30660,1000,10.10000038,1000,10.10000038,10.80000019
454047,10550000,58902,1055,19.5,957,19.20000076,20.5
454048,3800000,33124,380,11,287,11.19999981,11.89999962
454049,3500000,36288,350,12,350,12,12.80000019
454050,2800000,42169,280,13.89999962,280,13.89999962,14.80000019
454051,7150000,33100,715,10.89999962,715,10.89999962,11.60000038
454052,4500000,37469,450,12.39999962,450,12.39999962,13.19999981
454053,5329800,14100,532.9799805,4.661157131,,114.3450012,
454054,2300000,27913,230,9.199999809,230,9.199999809,9.800000191
454055,7708000,24199,770.7999878,7.999808788,,96.35229492,
454056,3800000,36800,380,12.19999981,380,12.19999981,13
454057,4500000,34968,450,11.60000038,450,11.60000038,12.39999962
454058,4500000,39294,450,13,326,12.69999981,13.5
454059,3200000,33154,320,11,320,11,11.69999981
454060,5400000,47535,540,15.69999981,540,15.69999981,16.70000076
454061,2050000,20349,205,6.699999809,205,6.699999809,7.099999905
454062,310000,13537,31,4.47508049,,6.927249908,
454063,2450000,36787,245,12.19999981,245,12.19999981,13
454064,2400000,21747,240,7.199999809,240,7.199999809,7.699999809
454065,3500000,71765,350,23.70000076,350,23.70000076,25.29999924
454066,1600000,23412,160,7.699999809,160,7.699999809,8.199999809
454067,4330000,25048,433,8.300000191,433,8.300000191,8.800000191
454068,13900000,151383,1390,50,1390,50,53.29999924
454069,4000000,33039,400,10.89999962,400,10.89999962,11.60000038
454070,1700000,16135,170,5.300000191,170,5.300000191,5.599999905
454071,1960000,29960,196,9.899999619,196,9.899999619,10.60000038
454072,850000,17298,85,5.699999809,85,5.699999809,6.099999905
454073,4500000,41051,450,13.60000038,450,13.60000038,14.5
454074,3050000,52951,305,17.5,305,17.5,18.70000076
454075,5500000,45282,550,15,550,15,16
454076,800000,26667,80,8.815426826,,9.074999809,
454077,3450000,38926,345,12.89999962,345,12.89999962,13.80000019
454078,1700000,20050,170,6.599999905,170,6.599999905,7
454079,2650000,41582,265,13.69999981,265,13.69999981,14.60000038
454080,4000000,40024,400,13.19999981,400,13.19999981,14.10000038
454081,3850000,31677,385,10.5,385,10.5,11.19999981
454082,1700000,15872,170,5.199999809,170,5.199999809,5.5
454083,1300000,12421,130,4.099999905,130,4.099999905,4.400000095
454084,28000000,97295,2800,32.20000076,2500,32.20000076,34.29999924
454085,22500000,76938,2250,25.39999962,1984,25.39999962,27.10000038
454086,5300000,50957,530,16.79999924,530,16.79999924,17.89999962
454087,2000000,28923,200,9.600000381,200,9.600000381,10.19999981
454088,300000,208333,30,68.87052155,,0.435600013,
454089,8250000,61247,825,20.20000076,685,21.60000038,23
454090,8750000,152466,875,50.40000153,875,50.40000153,53.70000076
454091,3800000,30907,380,10.19999981,380,10.19999981,10.89999962
454092,3700000,37400,370,12.39999962,370,12.39999962,13.19999981
454093,1600000,20489,160,6.800000191,160,6.800000191,7.199999809
454094,600000,,60,,,,
454095,8200000,39781,820,13.19999981,820,13.19999981,14.10000038
454096,6720000,41789,672,13.80000019,542,13.80000019,14.69999981
454097,1800000,37903,180,12.5,180,12.5,13.30000019
454098,7500000,31675,750,10.5,657,10.5,11.19999981
454099,12200000,67018,1220,22.20000076,1064,23.10000038,24.60000038
454100,1750000,25253,175,8.300000191,175,8.300000191,8.800000191
454101,3750000,42609,375,14.10000038,288.2000122,12.89999962,13.80000019
454102,26000000,54804,2600,18.10000038,2320,18.5,19.70000076
454103,549423,5400,54.94229889,1.785211682,,30.77635002,
454104,6132913,12940,613.2913208,4.277686119,,143.369873,
454105,3420000,37134,342,12.30000019,342,12.30000019,13.10000038
454106,4500000,44366,450,14.69999981,450,14.69999981,15.69999981
454107,790300,41595,79.02999878,13.75032616,,5.747499943,
454108,3960000,39835,396,13.19999981,396,13.19999981,14.10000038
454109,8500000,46342,850,15.30000019,726,15.60000038,16.60000038
454110,3800000,32998,380,10.89999962,380,10.89999962,11.60000038
454111,4000000,40841,400,13.5,400,13.5,14.39999962
454112,400000,,40,,,,
454113,1300000,26284,130,8.699999809,130,8.699999809,9.300000191
454114,1300000,16686,130,5.5,130,5.5,5.900000095
454115,5200000,35269,520,11.69999981,520,11.69999981,12.5
454116,8200000,123031,820,40.70000076,820,40.70000076,43.40000153
454117,3800000,57558,380,19,380,19,20.29999924
454118,10500000,56285,1050,18.60000038,1050,18.60000038,19.79999924
454119,5000000,43600,500,14.39999962,500,14.39999962,15.39999962
454120,8800000,52847,880,17.5,880,17.5,18.70000076
454121,4900000,43828,490,14.5,490,14.5,15.5
454122,1350000,20149,135,6.66091013,,20.26749992,
454123,4000000,35333,400,11.69999981,400,11.69999981,12.5
454124,400000,,40,,,,
454125,400000,,40,,,,
454126,1800000,24848,180,8.199999809,180,8.199999809,8.699999809
454127,6250000,58477,625,19.29999924,625,19.29999924,20.60000038
454128,2600000,27027,260,8.899999619,260,8.899999619,9.5
454129,2830000,39251,283,13,283,13,13.89999962
454130,3300000,45770,330,15.10000038,330,15.10000038,16.10000038
454131,3300000,30030,330,9.899999619,330,9.899999619,10.60000038
454132,8840000,54646,884,18.10000038,774,18.10000038,19.29999924
454133,4500000,36816,450,12.19999981,357,12.80000019,13.60000038
454134,4300000,24494,430,8.100000381,368,8.300000191,8.800000191
454135,2700000,30696,270,10.10000038,270,10.10000038,10.80000019
454136,1500000,19706,150,6.5,150,6.5,6.900000095
454137,5400000,46871,540,15.5,540,15.5,16.5
454138,1300000,45582,130,15.10000038,130,15.10000038,16.10000038
454139,2450000,37043,245,12.19999981,245,12.19999981,13
454140,3100000,32437,310,10.69999981,310,10.69999981,11.39999962
454141,11050000,40586,1105,13.39999962,1105,13.39999962,14.30000019
454142,3350000,36441,335,12,335,12,12.80000019
454143,5150000,41346,515,13.69999981,428.2000122,12.80000019,13.60000038
454144,3300000,34257,330,11.30000019,330,11.30000019,12
454145,3400000,37330,340,12.30000019,340,12.30000019,13.10000038
454146,1650000,22177,165,7.300000191,165,7.300000191,7.800000191
454147,5813,0,0.58130002,1.921652794,,0.30250001,
454148,3950000,33249,395,11,395,11,11.69999981
454149,2100000,41201,210,13.60000038,210,13.60000038,14.5
454150,6900000,44913,690,14.80000019,690,14.80000019,15.80000019
454151,3780000,42065,378,13.89999962,378,13.89999962,14.80000019
454152,1600000,24155,160,8,160,8,8.5
454153,4609465,72590,460.9465027,23.99669456,,19.20874977,
454154,217000,3025,21.70000076,0.999937832,,21.70134926,
454155,1400000,21736,140,7.199999809,140,7.199999809,7.699999809
454156,3200000,34162,320,11.30000019,320,11.30000019,12
454157,3535000,141400,353.5,46.74380112,,7.5625,
454158,2000000,48321,200,16,200,16,17.10000038
454159,1150000,36835,115,12.19999981,115,12.19999981,13
454160,3000000,38546,300,12.69999981,300,12.69999981,13.5
454161,3500000,23190,350,7.699999809,350,7.699999809,8.199999809
454162,4600000,45757,460,15.10000038,460,15.10000038,16.10000038
454163,5200000,38427,520,12.69999981,520,12.69999981,13.5
454164,3600000,31147,360,10.30000019,360,10.30000019,11
454165,1000000,12937,100,4.300000191,100,4.300000191,4.599999905
454166,2100000,22157,210,7.300000191,210,7.300000191,7.800000191
454167,2100000,12027,210,4,210,4,4.300000191
454168,5700000,43904,570,14.5,570,14.5,15.5
454169,660000,6969,66,2.303683043,,28.64977455,
454170,2600000,28992,260,9.600000381,260,9.600000381,10.19999981
454171,450000,4048,45,1.338133693,,33.62892532,
454172,2200000,22306,220,7.400000095,220,7.400000095,7.900000095
454173,1000000,14378,100,4.800000191,100,4.800000191,5.099999905
454174,17000000,51066,1700,16.89999962,1700,16.89999962,18
454175,12500000,74131,1250,24.5,1070,24.5,26.10000038
454176,2700000,22349,270,7.400000095,270,7.400000095,7.900000095
454177,1650000,45380,165,15,165,15,16
454178,1550000,16640,155,5.5,155,5.5,5.900000095
454179,5000000,67568,500,22.33638573,,22.38500023,
454180,2150000,38019,215,12.60000038,215,12.60000038,13.39999962
454181,3200000,28073,320,9.300000191,320,9.300000191,9.899999619
454182,3000000,36084,300,11.89999962,300,11.89999962,12.69999981
454183,6300000,70117,630,23.20000076,630,23.20000076,24.70000076
454184,6800000,71361,680,23.60000038,680,23.60000038,25.20000076
454185,5460000,72395,546,23.89999962,546,23.89999962,25.5
454186,1700000,19531,170,6.5,170,6.5,6.900000095
454187,6150000,61697,615,20.39999962,615,20.39999962,21.70000076
454188,195000,,19.5,,,,
454189,195000,,19.5,,,,
454190,4000000,25638,400,8.5,400,8.5,9.100000381
454191,2600000,33075,260,10.89999962,260,10.89999962,11.60000038
454192,4950000,40260,495,13.30000019,495,13.30000019,14.19999981
454193,5350000,52104,535,17.20000076,535,17.20000076,18.29999924
454194,1500000,15473,150,5.099999905,150,5.099999905,5.400000095
454195,4000000,49751,400,16.39999962,400,16.39999962,17.5
454196,2580000,28194,258,9.300000191,258,9.300000191,9.899999619
454197,716600,71660,71.66000366,23.68925476,,3.025000095,
454198,2400000,27659,240,9.100000381,147,10.10000038,10.80000019
454199,2450000,23188,245,7.699999809,245,7.699999809,8.199999809
454200,16200000,57965,1620,19.20000076,1620,19.20000076,20.5
454201,2300000,25128,230,8.300000191,230,8.300000191,8.800000191
454202,4900000,43930,490,14.5,490,14.5,15.5
454203,1300000,42071,130,13.89999962,130,13.89999962,14.80000019
454204,2200000,31104,220,10.30000019,220,10.30000019,11
454205,4500000,38541,450,12.69999981,450,12.69999981,13.5
454206,2000000,22168,200,7.300000191,200,7.300000191,7.800000191
454207,4130000,34564,413,11.39999962,413,11.39999962,12.19999981
454208,2250000,55652,225,18.39999962,225,18.39999962,19.60000038
454209,3500000,47432,350,15.69999981,350,15.69999981,16.70000076
454210,3200000,28844,320,9.5,320,9.5,10.10000038
454211,5100000,34320,510,11.30000019,510,11.30000019,12
454212,3100000,26745,310,8.800000191,310,8.800000191,9.399999619
454213,4100000,33161,410,11,317,11.19999981,11.89999962
454214,8840000,54646,884,18.10000038,774,18.10000038,19.29999924
454215,990000,18746,99,6.199999809,99,6.199999809,6.599999905
454216,1200000,13370,120,4.419991016,,27.14937592,
454217,4300000,49579,430,16.39999962,430,16.39999962,17.5
454218,3320000,37973,332,12.60000038,332,12.60000038,13.60000038
454219,3750000,35448,375,11.69999981,375,11.69999981,12.5
454220,157000,15096,15.69999981,4.990464211,,3.145999908,
454221,5200000,35228,520,11.60000038,427,12,12.80000019
454222,12500000,74778,1250,24.70000076,1070,24.70000076,26.29999924
454223,2300000,22332,230,7.400000095,230,7.400000095,7.900000095
454224,16600000,96918,1660,32,1525,32,34.09999847
454225,6700000,40908,670,13.5,575,13.5,14.39999962
454226,3500000,27607,350,9.100000381,350,9.100000381,9.699999809
454227,5000000,57280,500,18.89999962,500,18.89999962,20.10000038
454228,3000000,32203,300,10.60000038,300,10.60000038,11.30000019
454229,2950000,31046,295,10.30000019,295,10.30000019,11
454230,210000,,21,,,,
454231,9900000,38097,990,12.60000038,897,13.89999962,14.80000019
454232,4820000,47218,482,15.60000038,482,15.60000038,16.60000038
454233,3500000,29318,350,9.691948891,,36.11244965,
454234,2500000,22806,250,7.5,250,7.5,8
454235,7000000,62944,700,20.79999924,700,20.79999924,22.20000076
454236,2500000,16215,250,5.400000095,250,5.400000095,5.800000191
454237,2600000,26073,260,8.600000381,260,8.600000381,9.199999809
454238,1940000,36093,194,11.89999962,194,11.89999962,12.69999981
454239,6000000,41451,600,13.69999981,600,13.69999981,14.60000038
454240,1380000,28232,138,9.300000191,138,9.300000191,9.899999619
454241,2500000,29911,250,9.899999619,250,9.899999619,10.60000038
454242,4800000,35471,480,11.69999981,480,11.69999981,12.5
454243,4250000,28142,425,9.300000191,332,9.600000381,10.19999981
454244,26500000,73826,2650,24.39999962,2338,24,25.60000038
454245,5300000,39865,530,13.19999981,530,13.19999981,14.10000038
454246,3960000,40762,396,13.5,396,13.5,14.39999962
454247,2350000,37237,235,12.30000019,235,12.30000019,13.10000038
454248,5500000,46269,550,15.30000019,550,15.30000019,16.29999924
454249,750000,21496,75,7.099999905,75,7.099999905,7.599999905
454250,12500000,62735,1250,20.70000076,1250,20.70000076,22.10000038
454251,3180000,34304,318,11.30000019,318,11.30000019,12
454252,4398888,96892,439.8999939,32,439.8887939,32,34.09999847
454253,1850000,46705,185,15.39999962,185,15.39999962,16.39999962
454254,1400000,41592,140,13.69999981,140,13.69999981,14.60000038
454255,17000000,197789,1700,65.40000153,1700,65.40000153,69.69999695
454256,2250000,26536,225,8.800000191,225,8.800000191,9.399999619
454257,7700000,52979,770,17.5,770,17.5,18.70000076
454258,5200000,19859,520,6.599999905,520,6.599999905,7
454259,2180000,24349,218,8,218,8,8.5
454260,2250000,21408,225,7.099999905,225,7.099999905,7.599999905
454261,13600000,51332,1360,17,1112,19.60000038,20.89999962
454262,10000000,49935,1000,16.5,876,17.89999962,19.10000038
454263,10000000,44299,1000,14.60000038,1000,14.60000038,15.60000038
454264,4200000,43483,420,14.39999962,296,14.60000038,15.60000038
454265,5550000,34037,555,11.30000019,555,11.30000019,12
454266,450000,,45,,,,
454267,2100000,18733,210,6.199999809,210,6.199999809,6.599999905
454268,3600000,25896,360,8.600000381,360,8.600000381,9.199999809
454269,3230000,41533,323,13.69999981,323,13.69999981,14.60000038
454270,6400000,89460,640,29.60000038,640,29.60000038,31.60000038
454271,2750000,32855,275,10.89999962,275,10.89999962,11.60000038
454272,5350000,70936,535,23.39999962,535,23.39999962,24.89999962
454273,6100000,49873,610,16.5,610,16.5,17.60000038
454274,8850000,26850,885,8.899999619,792,8.699999809,9.300000191
454275,4720000,15235,472,5.036248684,,93.72055054,
454276,800000,14593,80,4.800000191,80,4.800000191,5.099999905
454277,2980000,31448,298,10.39999962,298,10.39999962,11.10000038
454278,5150000,30013,515,9.899999619,422,9.800000191,10.39999962
454279,3650000,34305,365,11.30000019,365,11.30000019,12
454280,1000000,14205,100,4.699999809,100,4.699999809,5
454281,2500000,30641,250,10.10000038,250,10.10000038,10.80000019
454282,3600000,25309,360,8.399999619,360,8.399999619,9
454283,3500000,44757,350,14.80000019,350,14.80000019,15.80000019
454284,3500000,30298,350,10,350,10,10.69999981
454285,18500000,49291,1850,16.29999924,1850,16.29999924,17.89999962
454286,520000,9760,52,3.200000048,52,3.200000048,3.400000095
454287,1680000,25846,168,8.5,168,8.5,9.100000381
454288,300000,,30,,,,
454289,2350000,22887,235,7.599999905,235,7.599999905,8.100000381
454290,7100000,47763,710,15.80000019,586,16.29999924,17.39999962
454291,4300000,34686,430,11.5,430,11.5,12.30000019
454292,5380000,37649,538,12.39999962,445,13,13.89999962
454293,750000,8109,75,2.700000048,75,2.700000048,2.900000095
454294,5500000,95503,550,31.60000038,550,31.60000038,33.70000076
454295,3500000,32910,350,10.89999962,350,10.89999962,11.60000038
454296,20500000,90488,2050,29.89999962,2050,29.89999962,31.89999962
454297,2180000,27647,218,9.100000381,218,9.100000381,9.699999809
454298,9000000,61496,900,20.29999924,900,20.29999924,21.60000038
454299,2400000,25197,240,8.300000191,240,8.300000191,8.800000191
454300,11500000,57981,1150,19.20000076,1010,19.79999924,21.10000038
454301,5800000,37065,580,12.30000019,487,12.69999981,13.5
454302,240000,6051,24,2.00047493,,11.99715042,
454303,760000,6052,76,2.000634432,,37.98794937,
454304,2500000,31670,250,10.5,250,10.5,11.19999981
454305,1875000,17538,187.5,5.800000191,187.5,5.800000191,6.199999809
454306,7850000,42098,785,13.89999962,585,13.89999962,14.80000019
454307,12800000,49899,1280,16.5,1280,16.5,17.60000038
454308,2100000,27408,210,9.100000381,210,9.100000381,9.699999809
454309,2300000,31764,230,10.5,230,10.5,11.19999981
454310,4500000,41062,450,13.60000038,450,13.60000038,14.5
454311,4600000,46767,460,15.5,460,15.5,16.5
454312,4000000,26525,400,8.800000191,307,8.399999619,9
454313,720000,27170,72,8.98175621,,8.016249657,
454314,1680000,20961,168,6.92915678,,24.24537468,
454315,3650000,22123,365,7.300000191,365,7.300000191,7.800000191
454316,2200000,21310,220,7,220,7,7.5
454317,3300000,37212,330,12.30000019,330,12.30000019,13.10000038
454318,3600000,32322,360,10.69999981,360,10.69999981,11.39999962
454319,2500000,32325,250,10.69999981,250,10.69999981,11.39999962
454320,24000000,60898,2400,20.13165283,,119.2152481,
454321,3800000,38998,380,12.89999962,380,12.89999962,13.80000019
454322,1650000,24372,165,8.100000381,165,8.100000381,8.600000381
454323,3600000,40522,360,13.39999962,360,13.39999962,14.30000019
454324,2050000,47355,205,15.69999981,205,15.69999981,16.70000076
454325,3900000,30583,390,10.10000038,390,10.10000038,10.80000019
454326,4300000,63884,430,21.10000038,430,21.10000038,22.5
454327,810000,22888,81,7.599999905,81,7.599999905,8.100000381
454328,400000,,40,,,,
454329,5800000,72103,580,23.79999924,580,23.79999924,25.39999962
454330,1500000,40171,150,13.30000019,150,13.30000019,14.19999981
454331,2100000,20113,210,6.599999905,210,6.599999905,7
454332,6000000,52247,600,17.29999924,600,17.29999924,18.39999962
454333,2750000,24573,275,8.100000381,275,8.100000381,8.600000381
454334,12160000,52611,1216,17.39999962,1216,17.39999962,18.5
454335,1500000,16292,150,5.400000095,150,5.400000095,5.800000191
454336,8000000,43253,800,14.30000019,676,14.39999962,15.39999962
454337,6400000,35021,640,11.60000038,547,11.80000019,12.60000038
454338,8300000,44812,830,14.80000019,706,15,16
454339,2400000,30173,240,10,240,10,10.69999981
454340,8310000,49509,831,16.39999962,721,16.39999962,17.5
454341,2200000,21053,220,7,176.6000061,6.5,6.900000095
454342,4100000,30629,410,10.10000038,317,10.10000038,10.80000019
454343,6800000,47901,680,15.80000019,680,15.80000019,16.79999924
454344,30500000,27652,3050,9.14111042,,333.6575012,
454345,2800000,22977,280,7.599999905,280,7.599999905,8.100000381
454346,17000000,37431,1700,12.39999962,1700,12.39999962,13.19999981
454347,13000000,50006,1300,16.5,1300,16.5,17.60000038
454348,2300000,23541,230,7.800000191,230,7.800000191,8.300000191
454349,4796280,54447,479.6279907,17.99917221,,26.64722443,
454350,4796280,54447,479.6279907,17.99917221,,26.64722443,
454351,2000000,24044,200,7.900000095,200,7.900000095,8.399999619
454352,8500000,38204,850,12.60000038,850,12.60000038,13.39999962
454353,10100000,39324,1010,13,1010,13,13.89999962
454354,9000000,48783,900,16.10000038,900,16.10000038,17.20000076
454355,4000000,67227,400,22.20000076,400,22.20000076,23.70000076
454356,1300000,34437,130,11.39999962,130,11.39999962,12.19999981
454357,6200000,74573,620,24.70000076,620,24.70000076,26.29999924
454358,1150000,15136,115,5,115,5,5.300000191
454359,4200000,28946,420,9.600000381,327,9.399999619,10
454360,3000000,27307,300,9,300,9,9.600000381
454361,800000,16327,80,5.397200108,,14.82250023,
454362,28000000,90888,2800,30,2800,30,32
454363,3000000,33319,300,11,300,11,11.69999981
454364,4500000,30139,450,10,450,10,10.69999981
454365,2850000,44427,285,14.69999981,285,14.69999981,15.69999981
454366,3530000,30781,353,10.19999981,353,10.19999981,10.89999962
454367,4120000,48694,412,16.10000038,412,16.10000038,17.20000076
454368,4080000,25746,408,8.5,346,9.899999619,10.60000038
454369,4750000,36012,475,11.89999962,475,11.89999962,12.69999981
454370,2500000,13777,250,4.599999905,250,4.599999905,4.900000095
454371,4100000,40614,410,13.39999962,410,13.39999962,14.30000019
454372,2637800,24200,263.7799988,8,,32.97249985,
454373,1700000,27083,170,9,170,9,9.600000381
454374,28800000,54442,2880,17.99746895,,160.0225067,
454375,2275200,79000,227.5200043,26.11570358,,8.711999893,
454376,970000,22711,97,7.5,97,7.5,8
454377,2830000,27441,283,9.100000381,283,9.100000381,9.699999809
454378,2200000,13030,220,4.300000191,158,3.799999952,4.099999905
454379,1050000,19917,105,6.599999905,105,6.599999905,7
454380,3500000,22629,350,7.5,288,7.599999905,8.100000381
454381,2100000,23948,210,7.900000095,210,7.900000095,8.399999619
454382,1550000,19556,155,6.5,155,6.5,6.900000095
454383,9400000,52411,940,17.29999924,800,17.70000076,18.89999962
454384,1500000,20926,150,6.900000095,150,6.900000095,7.400000095
454385,6770000,29874,677,9.899999619,584,9.800000191,10.39999962
454386,6200000,34510,620,11.39999962,527,11.60000038,12.39999962
454387,1100000,21472,110,7.099999905,110,7.099999905,7.599999905
454388,2800000,42074,280,13.89999962,280,13.89999962,14.80000019
454389,1186896,14130,118.6895981,4.670979977,,25.40999985,
454390,2420000,34527,242,11.39999962,242,11.39999962,12.19999981
454391,4100000,37684,410,12.5,410,12.5,13.30000019
454392,3600000,45079,360,14.89999962,360,14.89999962,15.89999962
454393,7550000,55609,755,18.39999962,657,17.89999962,19.10000038
454394,35000000,48360,3500,16,3500,16,17.10000038
454395,2000000,31898,200,10.5,200,10.5,11.19999981
454396,3300000,45789,330,15.10000038,330,15.10000038,16.10000038
454397,3930000,50605,393,16.70000076,393,16.70000076,17.79999924
454398,6000000,44352,600,14.69999981,600,14.69999981,15.69999981
454399,15300000,58270,1530,19.29999924,1530,19.29999924,20.60000038
454400,6860000,71991,686,23.79999924,686,23.79999924,25.39999962
454401,3500000,35257,350,11.69999981,350,11.69999981,12.5
454402,3000000,24921,300,8.199999809,238,8.699999809,9.300000191
454403,350000,,35,,,,
454404,390000,,39,,,,
454405,460000,,46,,,,
454406,6000000,32810,600,10.80000019,600,10.80000019,11.5
454407,950000,16107,95,5.300000191,95,5.300000191,5.599999905
454408,2000000,47801,200,15.80000019,200,15.80000019,16.79999924
454409,133333,73665,13.33329964,24.35194778,,0.547524989,
454410,1333333,60606,133.3332977,20.03505516,,6.65500021,
454411,5040000,42589,504,14.10000038,504,14.10000038,15
454412,551043,5400,55.10430145,1.785211444,,30.86709976,
454413,1700000,18772,170,6.199999809,170,6.199999809,6.599999905
454414,400000,5175,40,1.700000048,40,1.700000048,1.799999952
454415,5700000,43728,570,14.5,446,14.39999962,15.39999962
454416,950000,,95,,,,
454417,2750000,24403,275,8.100000381,275,8.100000381,8.600000381
454418,2500000,33602,250,11.10000038,250,11.10000038,11.80000019
454419,6100000,47046,610,15.60000038,610,15.60000038,16.60000038
454420,9100000,59621,910,19.70000076,910,19.70000076,21
454421,6050000,59830,605,19.79999924,605,19.79999924,21.10000038
454422,4250000,39301,425,13,301,12.69999981,13.5
454423,3500000,38876,350,12.89999962,350,12.89999962,13.80000019
454424,8400000,57975,840,19.20000076,700,20.10000038,21.39999962
454425,8400000,57975,840,19.20000076,700,20.10000038,21.39999962
454426,8000000,81641,800,27,800,27,28.79999924
454427,2880000,49612,288,16.39999962,164,19.29999924,20.60000038
454428,2450000,25757,245,8.5,245,8.5,9.100000381
454429,13680000,73042,1368,24.10000038,1212,26.10000038,27.79999924
454430,14800000,80901,1480,26.70000076,1480,26.70000076,28.5
454431,100000,3275,10,1.100000024,10,1.100000024,1.200000048
454432,1400000,24394,140,8.100000381,140,8.100000381,8.600000381
454433,4600000,54067,460,17.89999962,460,17.89999962,19.10000038
454434,1330000,11549,133,3.799999952,133,3.799999952,4.099999905
454435,2050000,23793,205,7.900000095,205,7.900000095,8.399999619
454436,4500000,39178,450,13,326,13.39999962,14.30000019
454437,1086000,12961,108.5999985,4.300000191,108.5999985,4.300000191,4.599999905
454438,600000,14670,60,4.800000191,60,4.800000191,5.099999905
454439,3750000,28441,375,9.399999619,282,9.100000381,9.699999809
454440,5800000,22909,580,7.599999905,456,8.199999809,8.699999809
454441,2000000,35430,200,11.69999981,200,11.69999981,12.5
454442,4400000,33359,440,11,440,11,11.69999981
454443,3300000,30621,330,10.10000038,237,10,10.69999981
454444,3350000,35722,335,11.80000019,335,11.80000019,12.60000038
454445,2600000,23097,260,7.599999905,260,7.599999905,8.100000381
454446,7780000,55971,778,18.50288391,,42.04750061,
454447,5700000,35314,570,11.69999981,570,11.69999981,12.5
454448,2300000,22808,230,7.5,230,7.5,8
454449,1800000,19474,180,6.400000095,180,6.400000095,6.800000191
454450,11650000,75128,1165,24.79999924,1075,24.79999924,26.39999962
454451,2500000,21156,250,7,250,7,7.5
454452,750000,7561,75,2.499585629,,30.00497627,
454453,9592740,54449,959.2739868,17.99950981,,53.29444885,
454454,2650000,29977,265,9.899999619,265,9.899999619,10.60000038
454455,5600000,48531,560,16,560,16,17.10000038
454456,6500000,43812,650,14.5,650,14.5,15.5
454457,3600000,38860,360,12.80000019,273.2000122,11.5,12.30000019
